site,ecosystem,trait,coef.vars,elasticities,sensitivities,variances,partial.variances
MANDIFORE-SEUS-1123,prairie,Quantum efficiency,0.05369236409023087,1.1365968464679526,12.43948185576813,0.004699969512218415,0.011434859755889086
MANDIFORE-SEUS-1123,prairie,Vcmax,0.13922704916660492,-0.2877825787322625,-0.008127424767266361,0.004218934774870865,0.010264519236662212
MANDIFORE-SEUS-1123,prairie,Reproductive allocation,0.5677877016365173,0,0,9.824274674064116e-34,2.3902113153970505e-33
MANDIFORE-SEUS-1123,prairie,Cuticular conductance,0.8196825861653937,-0.44472882859062796,-2.105365854160626e-5,0.08349011830417664,0.20312850781881453
MANDIFORE-SEUS-1123,prairie,Specific leaf area,0.22078921384314484,1.2438716708163282,0.01518585560248345,0.04634925464237778,0.11276609885399429
MANDIFORE-SEUS-1872,mixed,Leaf turnover rate,0.6614094440166186,-5.892815122923462e-4,-4.404470705705267e-4,1.4324467230282596e-6,0.021279321462343598
MANDIFORE-SEUS-1872,mixed,Seed dispersal,0.19806231610761282,3.4351787707162576e-5,5.030047415616162e-4,1.593538815034148e-9,2.367238108245144e-5
MANDIFORE-SEUS-1872,mixed,Fine root allocation,1.4464502213227883,2.2278477512255573e-4,3.023143745566042e-4,1.1923727167365287e-6,0.017712967564144443
MANDIFORE-SEUS-1872,mixed,Root turnover rate,0.6847636546066451,-2.355024882817821e-4,-0.001363380956635511,2.197843948055718e-7,0.003264947110624328
MANDIFORE-SEUS-1872,mixed,Seedling mortality,0.14497050245557275,-0.019406624378924375,-0.06239355111700843,2.3380628102146638e-5,0.34732454155453263
MANDIFORE-SEUS-1872,mixed,Stomatal slope,0.1626510985367714,0.0025875484010331818,0.0022660885714493855,1.6623412505118748e-6,0.024694456890497964
MANDIFORE-SEUS-1872,mixed,Quantum efficiency,0.05369236409023087,0.008082277330170988,0.43590468278563016,1.7574157170349378e-6,0.026106809687625465
MANDIFORE-SEUS-1872,mixed,Vcmax,0.13922704916660492,-0.0047866731520307005,-6.661686230527125e-4,3.998128487022263e-6,0.0593931068816594
MANDIFORE-SEUS-1872,mixed,Reproductive allocation,0.5677877016365173,0,0,8.15525737059074e-33,1.2114820077222778e-28
MANDIFORE-SEUS-1872,mixed,Cuticular conductance,0.8196825861653937,0.002090336175447985,4.876524070276212e-7,2.292675849894261e-5,0.3405822054988172
MANDIFORE-SEUS-1872,mixed,Specific leaf area,0.22078921384314484,-0.004833784015849482,-3.620908358472649e-4,1.0744902738327871e-5,0.15961797096867247
MANDIFORE-SEUS-1872,pine,Leaf turnover rate,0.6614407213325271,-0.002542969949015953,-8.225394615144284e-4,5.4132925674303e-6,0.01773184891282976
MANDIFORE-SEUS-1872,pine,Seed dispersal,0.1980866918488735,-2.4320790521261167e-5,-1.5412051483650486e-4,3.315920821887931e-10,1.0861671762280958e-6
MANDIFORE-SEUS-1872,pine,Fine root allocation,1.4457115672023702,0.0013933643790847263,8.173924630788111e-4,5.4865832764654285e-6,0.01797192087700627
MANDIFORE-SEUS-1872,pine,Root turnover rate,0.6847500899353844,-9.53759472491447e-4,-0.0023896687567956216,7.305189333185818e-7,0.002392896964686998
MANDIFORE-SEUS-1872,pine,Seedling mortality,0.1449673981019399,-0.11744588816203541,-0.1634092262484374,1.2473980719852754e-4,0.40859927430631787
MANDIFORE-SEUS-1872,pine,Stomatal slope,0.16268009963697086,0.01701071966998695,0.006447160436866928,1.3600290049921849e-5,0.044549280374541894
MANDIFORE-SEUS-1872,pine,Quantum efficiency,0.05369167190745895,0.0377517972035588,0.8811453208561529,7.177401506840402e-6,0.023510386242882365
MANDIFORE-SEUS-1872,pine,Vcmax,0.1392062944708379,-0.019532195408956926,-0.0011764005886103612,1.2677281834967808e-5,0.041525863108802824
MANDIFORE-SEUS-1872,pine,Reproductive allocation,0.567786332311733,0,0,4.928161875396278e-33,1.6142748743760692e-29
MANDIFORE-SEUS-1872,pine,Cuticular conductance,0.8197575761432144,0.011089859121778832,1.1196279579255236e-6,1.143809391897426e-4,0.37466763655504176
MANDIFORE-SEUS-1872,pine,Specific leaf area,0.22079282376655535,-0.015707550018504043,-5.091994411262331e-4,2.107996780799504e-5,0.06904980649071411
MANDIFORE-SEUS-1872,prairie,Leaf turnover rate,0.6614094440166186,-0.010235294469535024,-0.005447134210161781,1.4348975528467528e-4,0.06117827818023169
MANDIFORE-SEUS-1872,prairie,Seed dispersal,0.19806231610761282,-9.479188150049443e-5,-9.88304342369276e-4,1.7469630199677066e-9,7.448349841710017e-7
MANDIFORE-SEUS-1872,prairie,Fine root allocation,1.4464502213227883,-0.002051413573026095,-0.0019825700544778076,8.925182170365826e-5,0.03805339806626601
MANDIFORE-SEUS-1872,prairie,Root turnover rate,0.6847636546066451,7.23254125187007e-4,0.002981325996350947,1.0150554497769402e-6,4.3277894335809816e-4
MANDIFORE-SEUS-1872,prairie,Seedling mortality,0.14497050245557275,0.18658306878390696,0.4335327540324877,7.541987984543415e-4,0.32156012673863704
MANDIFORE-SEUS-1872,prairie,Stomatal slope,0.1626510985367714,0.006575862611860054,0.0041005107386328805,1.4482956160000963e-5,0.00617495178712085
MANDIFORE-SEUS-1872,prairie,Quantum efficiency,0.05369236409023087,0.18048418103576194,6.9309657615442015,5.074883481235144e-4,0.21637268300535237
MANDIFORE-SEUS-1872,prairie,Vcmax,0.13922704916660492,-0.0742085856839759,-0.007353623296736231,4.962233299664841e-4,0.21156973095383566
MANDIFORE-SEUS-1872,prairie,Reproductive allocation,0.5677877016365173,0,0,8.322898695016425e-33,3.5485502823488524e-30
MANDIFORE-SEUS-1872,prairie,Cuticular conductance,0.8196825861653937,7.541103882557053e-4,1.2526391568391988e-7,1.9698591036555247e-4,0.08398689368464643
MANDIFORE-SEUS-1872,prairie,Specific leaf area,0.22078921384314484,0.0019668215270648485,1.049040051248803e-4,1.4229859173764547e-4,0.060670413805567695
MANDIFORE-SEUS-2839,mixed,Leaf turnover rate,0.6614094440166186,-5.02716878356738e-4,-3.7297286430474914e-4,1.062457534352896e-6,4.2865343346820526e-4
MANDIFORE-SEUS-2839,mixed,Seed dispersal,0.19806231610761282,2.5530753824328564e-7,3.7108143999939147e-6,4.2425813289785126e-11,1.71168916839804e-8
MANDIFORE-SEUS-2839,mixed,Fine root allocation,1.4464502213227883,0.0017252928332765734,0.002324471206907771,5.903170535146235e-4,0.2381661606625962
MANDIFORE-SEUS-2839,mixed,Root turnover rate,0.6847636546066451,-1.9757048376114214e-4,-0.0011353418482978454,1.651358457511207e-7,6.662482497524668e-5
MANDIFORE-SEUS-2839,mixed,Seedling mortality,0.14497050245557275,0.1586259370093022,0.5076058139479788,5.264061270197262e-4,0.21238100013393796
MANDIFORE-SEUS-2839,mixed,Stomatal slope,0.1626510985367714,-0.0487747121157379,-0.04242484314330254,8.391369257887346e-4,0.3385536953327505
MANDIFORE-SEUS-2839,mixed,Quantum efficiency,0.05369236409023087,0.00678947387550744,0.36347685954910364,1.2220807775689765e-6,4.930541733129063e-4
MANDIFORE-SEUS-2839,mixed,Vcmax,0.13922704916660492,-0.004180185051301092,-5.774691220908491e-4,3.008229871637874e-6,0.0012136843322632872
MANDIFORE-SEUS-2839,mixed,Reproductive allocation,0.5677877016365173,0,0,8.520123782576056e-33,3.43748356511938e-30
MANDIFORE-SEUS-2839,mixed,Cuticular conductance,0.8196825861653937,-0.011785472216990762,-2.734983712071357e-6,5.047020070702195e-4,0.2036243719996867
MANDIFORE-SEUS-2839,mixed,Specific leaf area,0.22078921384314484,-0.005278002574031081,-3.924485684731392e-4,1.2573254467581572e-5,0.0050727379901173
MANDIFORE-SEUS-2839,pine,Leaf turnover rate,0.6615852479834464,-0.0021120703859717625,-6.679130838805502e-4,3.584529538325263e-6,0.017485814553804765
MANDIFORE-SEUS-2839,pine,Seed dispersal,0.19808374256092,5.024740552639882e-5,3.1131130598071894e-4,1.6138103143787733e-10,7.87238257643952e-7
MANDIFORE-SEUS-2839,pine,Fine root allocation,1.4493770123412024,0.0013312930573118758,7.637344958443842e-4,2.8683038541094167e-6,0.013991969864015573
MANDIFORE-SEUS-2839,pine,Root turnover rate,0.6846686081230532,-6.92060528182852e-4,-0.001695225680251491,3.9340020265312e-7,0.0019190588096633702
MANDIFORE-SEUS-2839,pine,Seedling mortality,0.14496808701553443,-0.07600639698186011,-0.10339342557546546,6.530793359043955e-5,0.3185808356284775
MANDIFORE-SEUS-2839,pine,Stomatal slope,0.16267403818026563,0.014939511646065726,0.005535771829616919,1.0070881553641605e-5,0.049127107297485206
MANDIFORE-SEUS-2839,pine,Quantum efficiency,0.053691493963933294,0.03068792151502143,0.7002952116888724,4.533806007111669e-6,0.02211651214354898
MANDIFORE-SEUS-2839,pine,Vcmax,0.13921623660698504,-0.016203123099853185,-9.541175152742733e-4,8.341002718346812e-6,0.04068852695071844
MANDIFORE-SEUS-2839,pine,Reproductive allocation,0.5677865252448804,0,0,4.6446508120293084e-33,2.2657227928513066e-29
MANDIFORE-SEUS-2839,pine,Cuticular conductance,0.8198551906158054,0.009472443870182898,9.350143748406611e-7,8.074842629270218e-5,0.39390162434689957
MANDIFORE-SEUS-2839,pine,Specific leaf area,0.22079924477473248,-0.0188658009452693,-5.979425120121878e-4,2.9147983669429315e-5,0.14218776316712897
MANDIFORE-SEUS-2839,prairie,Leaf turnover rate,0.6614094440166186,-0.002787425393917668,-0.0015853711894125739,6.684450810359641e-5,0.02790071974365464
MANDIFORE-SEUS-2839,prairie,Seed dispersal,0.19806231610761282,-1.7660239382787908e-5,-1.9611429051737627e-4,1.353292216778898e-9,5.648605688458299e-7
MANDIFORE-SEUS-2839,prairie,Fine root allocation,1.4464502213227883,-0.007350663049091337,-0.007566498108621064,0.0011583086244538133,0.48347493645188755
MANDIFORE-SEUS-2839,prairie,Root turnover rate,0.6847636546066451,-0.0033497076057151898,-0.014732559846168461,2.838652684690398e-5,0.0118484607415128
MANDIFORE-SEUS-2839,prairie,Seedling mortality,0.14497050245557275,-0.06196530804214481,-0.15099071647328657,4.738558960833153e-5,0.0197786189629954
MANDIFORE-SEUS-2839,prairie,Stomatal slope,0.1626510985367714,-0.0028118810893668768,-0.0018671724147737336,2.0004795781751486e-6,8.34994850692398e-4
MANDIFORE-SEUS-2839,prairie,Quantum efficiency,0.05369236409023087,0.08466391639521187,3.4629487128595704,1.1347238522924764e-4,0.047363071533395244
MANDIFORE-SEUS-2839,prairie,Vcmax,0.13922704916660492,-0.07416063291888704,-0.007827331847733451,5.776450075886374e-4,0.2411074884876699
MANDIFORE-SEUS-2839,prairie,Reproductive allocation,0.5677877016365173,0,0,1.2306845463720971e-32,5.1368445359727615e-30
MANDIFORE-SEUS-2839,prairie,Cuticular conductance,0.8196825861653937,-0.005446857027189243,-9.636739752399152e-7,1.5253101996341484e-4,0.06366604169810712
MANDIFORE-SEUS-2839,prairie,Specific leaf area,0.22078921384314484,0.024017332626803972,0.001361926090664433,2.492232057902854e-4,0.10402510266951612
MANDIFORE-SEUS-352,mixed,Leaf turnover rate,0.6614094440166186,-8.118669520034295e-4,-6.310552109920877e-4,3.136066062854463e-6,0.03236888833574301
MANDIFORE-SEUS-352,mixed,Seed dispersal,0.19806231610761282,-4.2945533152430566e-5,-6.539622382169619e-4,8.887962055175367e-10,9.17370506648168e-6
MANDIFORE-SEUS-352,mixed,Fine root allocation,1.4464502213227883,1.0452217770687329e-4,1.474998325179819e-4,2.5171794590759796e-6,0.0259810537146958
MANDIFORE-SEUS-352,mixed,Root turnover rate,0.6847636546066451,-2.6381016282470333e-4,-0.0015882718168954693,3.1772224949266673e-7,0.003279368421929344
MANDIFORE-SEUS-352,mixed,Seedling mortality,0.14497050245557275,0.008824295296856065,0.0295411279916789,2.6711018834693363e-5,0.2756976315757676
MANDIFORE-SEUS-352,mixed,Stomatal slope,0.1626510985367714,0.003706319159329388,0.0033755364131242303,3.775595418841672e-6,0.038969787008310386
MANDIFORE-SEUS-352,mixed,Quantum efficiency,0.05369236409023087,0.00922911154877306,0.517641712710567,2.478921443848058e-6,0.02558617382440019
MANDIFORE-SEUS-352,mixed,Vcmax,0.13922704916660492,-0.006135273050073721,-8.879650648487558e-4,7.119136935523457e-6,0.07348013208085169
MANDIFORE-SEUS-352,mixed,Reproductive allocation,0.5677877016365173,0,0,8.648320089489817e-33,8.926358745569896e-29
MANDIFORE-SEUS-352,mixed,Cuticular conductance,0.8196825861653937,0.00246430118273112,5.978601481127527e-7,2.622842998621827e-5,0.270716593474119
MANDIFORE-SEUS-352,mixed,Specific leaf area,0.22078921384314484,-0.007033920319961239,-5.479479679650143e-4,2.4600235952663642e-5,0.2539111978591165
MANDIFORE-SEUS-352,pine,Leaf turnover rate,0.6614849908786393,-0.0030593703550173654,-8.27241479822007e-4,5.903526976652506e-6,0.02330997537265859
MANDIFORE-SEUS-352,pine,Seed dispersal,0.1980744354349729,7.272862923781261e-4,0.003852819649155409,3.061460449285169e-8,1.208812426189175e-4
MANDIFORE-SEUS-352,pine,Fine root allocation,1.4462812014239181,0.0014602678112143922,7.161399362344565e-4,3.691157120862558e-6,0.01457447080773866
MANDIFORE-SEUS-352,pine,Root turnover rate,0.6848642008308446,-8.627882913686952e-4,-0.0018071302980598434,4.2477523467289e-7,0.0016772177544541037
MANDIFORE-SEUS-352,pine,Seedling mortality,0.14497237019371062,-0.13009174563947784,-0.15131792408241299,1.2134394520903976e-4,0.479124493820441
MANDIFORE-SEUS-352,pine,Stomatal slope,0.16267494349997672,0.014694520279724763,0.004655843552981698,7.282097613278447e-6,0.02875323797081517
MANDIFORE-SEUS-352,pine,Quantum efficiency,0.053695392964152704,0.03957565798120795,0.7722138572245001,5.522947627475683e-6,0.02180726431675274
MANDIFORE-SEUS-352,pine,Vcmax,0.13922643931602333,-0.02241284364010697,-0.0011284981135514613,1.189318005853699e-5,0.046960018199881236
MANDIFORE-SEUS-352,pine,Reproductive allocation,0.5678184375528005,0,0,2.4529870265229097e-33,9.68557735127391e-30
MANDIFORE-SEUS-352,pine,Cuticular conductance,0.8195939491757551,0.010356763693137212,8.741079176760281e-7,6.430486297405336e-5,0.2539066524461484
MANDIFORE-SEUS-352,pine,Specific leaf area,0.22079483227803232,-0.023448962970062263,-6.354791244403894e-4,3.286472071555587e-5,0.12976578806849123
MANDIFORE-SEUS-352,prairie,Leaf turnover rate,0.6614094440166186,-0.017077651205374553,-7.765969042577421e-4,3.1396770090686704e-6,0.021116481825599942
MANDIFORE-SEUS-352,prairie,Seed dispersal,0.19806231610761282,-1.4555829050377594e-5,-1.2968170482891342e-5,1.0388847400127308e-10,6.987212591616024e-7
MANDIFORE-SEUS-352,prairie,Fine root allocation,1.4464502213227883,-2.6672962913310797e-4,-2.2084975574950157e-5,1.563870576733991e-6,0.010518102504113835
MANDIFORE-SEUS-352,prairie,Root turnover rate,0.6847636546066451,-0.00637750092004559,-0.002246305700833615,5.674758960629611e-7,0.0038166647113914856
MANDIFORE-SEUS-352,prairie,Seedling mortality,0.14497050245557275,0.01082877556412785,0.0021503477655014924,4.942773950809139e-5,0.3324354575290237
MANDIFORE-SEUS-352,prairie,Stomatal slope,0.1626510985367714,-0.050764124107753175,-0.0027048420007037325,2.7741932370106688e-6,0.018658352722535347
MANDIFORE-SEUS-352,prairie,Quantum efficiency,0.05369236409023087,-0.03214184713021113,-0.10546909591208173,1.1643331247481505e-7,7.830939041395693e-4
MANDIFORE-SEUS-352,prairie,Vcmax,0.13922704916660492,-0.08204686549138211,-6.947187168472729e-4,4.246492679338933e-6,0.028560576526438012
MANDIFORE-SEUS-352,prairie,Reproductive allocation,0.5677877016365173,0,0,1.0200234997224662e-34,6.860357811125151e-31
MANDIFORE-SEUS-352,prairie,Cuticular conductance,0.8196825861653937,-0.024646177069920738,-3.498165932093532e-7,1.3228545533063641e-5,0.08897104400268263
MANDIFORE-SEUS-352,prairie,Specific leaf area,0.22078921384314484,-0.20671841639135558,-9.421196616341455e-4,7.361918542008518e-5,0.49513952755281637
MANDIFORE-SEUS-5555,mixed,Leaf turnover rate,0.6614094440166186,-4.919091184873637e-4,-3.66894230372832e-4,8.638903236294147e-7,0.0011920511289914434
MANDIFORE-SEUS-5555,mixed,Seed dispersal,0.19806231610761282,6.223510021955984e-5,9.09375455907418e-4,1.6578194782776134e-9,2.2875653618185137e-6
MANDIFORE-SEUS-5555,mixed,Fine root allocation,1.4464502213227883,-7.060930850654278e-5,-9.563691335702473e-5,8.162540395848882e-6,0.011263195371179894
MANDIFORE-SEUS-5555,mixed,Root turnover rate,0.6847636546066451,-2.3337190813744958e-4,-0.0013482033439237134,2.285839074340421e-7,3.154146972977481e-4
MANDIFORE-SEUS-5555,mixed,Seedling mortality,0.14497050245557275,-0.019614005717604098,-0.06292759020124752,6.947382718090795e-4,0.9586443077452931
MANDIFORE-SEUS-5555,mixed,Stomatal slope,0.1626510985367714,0.0011632095947490013,0.0010165563874149647,3.326625075543181e-7,4.590290073365365e-4
MANDIFORE-SEUS-5555,mixed,Quantum efficiency,0.05369236409023087,0.006430846305775998,0.3461075042613754,1.1303549778306512e-6,0.0015597361037952093
MANDIFORE-SEUS-5555,mixed,Vcmax,0.13922704916660492,-0.004417207661987381,-6.134558550655925e-4,3.320833637665578e-6,0.004582298676921108
MANDIFORE-SEUS-5555,mixed,Reproductive allocation,0.5677877016365173,0,0,2.7384703407654757e-32,3.778716547842021e-29
MANDIFORE-SEUS-5555,mixed,Cuticular conductance,0.8196825861653937,0.0014349929103260155,3.340635488787084e-7,1.0211149665354767e-5,0.014089997484574552
MANDIFORE-SEUS-5555,mixed,Specific leaf area,0.22078921384314484,-0.003549791187627836,-2.6534945407220845e-4,5.7191740694338055e-6,0.007891682219248583
MANDIFORE-SEUS-5555,pine,Leaf turnover rate,0.6616878259199495,-0.0026752702002437417,-9.655318684044982e-4,7.312150305625726e-6,0.018721356737787062
MANDIFORE-SEUS-5555,pine,Seed dispersal,0.19808779229378204,1.5343293346751165e-4,0.0010848820935503228,2.0796434562328017e-9,5.324527724981857e-6
MANDIFORE-SEUS-5555,pine,Fine root allocation,1.4485454124448458,-8.508144921827636e-4,-5.571871732888042e-4,3.507275286619376e-5,0.08979704884882952
MANDIFORE-SEUS-5555,pine,Root turnover rate,0.6846821510662455,-9.777873086913179e-4,-0.002733558538986214,9.63276075830468e-7,0.002466283418534652
MANDIFORE-SEUS-5555,pine,Seedling mortality,0.1449723895912147,-0.11476564714005297,-0.17817198809713172,2.2014531267169535e-4,0.5636397995686167
MANDIFORE-SEUS-5555,pine,Stomatal slope,0.16264522453256167,0.009047211008881893,0.0038259806343080233,4.861862801712596e-6,0.012447866101851068
MANDIFORE-SEUS-5555,pine,Quantum efficiency,0.05369992377186346,0.034305138244690905,0.8934220039571543,7.3853471559035075e-6,0.018908763217257055
MANDIFORE-SEUS-5555,pine,Vcmax,0.13922962959954668,-0.01984191315497813,-0.0013334390638567188,1.6415596675032067e-5,0.04202898307225208
MANDIFORE-SEUS-5555,pine,Reproductive allocation,0.5677834681777691,0,0,1.9402017988678692e-33,4.9675141376614875e-30
MANDIFORE-SEUS-5555,pine,Cuticular conductance,0.8200984185829718,0.009232981306375305,1.04010154877867e-6,9.248620562590196e-5,0.23679316978956327
MANDIFORE-SEUS-5555,pine,Specific leaf area,0.2208046097582583,-0.0074803195558856995,-2.7057355779921727e-4,5.9334286614151684e-6,0.015191404717583698
MANDIFORE-SEUS-5555,prairie,Leaf turnover rate,0.6614094440166186,0.01601877237334747,7.939109461214094e-4,1.201874394799404e-5,0.007125920355589252
MANDIFORE-SEUS-5555,prairie,Seed dispersal,0.19806231610761282,5.802014153352073e-4,5.725612990700857e-4,1.580735009702333e-9,9.372187169617214e-7
MANDIFORE-SEUS-5555,prairie,Fine root allocation,1.4464502213227883,0.0064248657774106975,5.718679921753863e-4,1.6475182802840957e-4,0.09768145573682255
MANDIFORE-SEUS-5555,prairie,Root turnover rate,0.6847636546066451,0.017085556092852387,0.0065793576904679095,8.274858261967715e-6,0.004906168330378086
MANDIFORE-SEUS-5555,prairie,Seedling mortality,0.14497050245557275,0.26771275431200325,0.058015410923906,1.2978165513783947e-4,0.07694761966229828
MANDIFORE-SEUS-5555,prairie,Stomatal slope,0.1626510985367714,-0.19896714153497072,-0.011745036350138214,1.7667586738842812e-4,0.10475122568650062
MANDIFORE-SEUS-5555,prairie,Quantum efficiency,0.05369236409023087,-0.18572321498508376,-0.6673571764444097,1.290821203967471e-5,0.00765328651028733
MANDIFORE-SEUS-5555,prairie,Vcmax,0.13922704916660492,-0.5980713923621264,-0.0056103251998238296,7.709105157266751e-4,0.4570732981853227
MANDIFORE-SEUS-5555,prairie,Reproductive allocation,0.5677877016365173,0,0,3.8289401764506475e-35,2.2701808826085412e-32
MANDIFORE-SEUS-5555,prairie,Cuticular conductance,0.8196825861653937,-0.11013795564226482,-1.7318722480313756e-6,3.626937257298764e-4,0.21504132330353837
MANDIFORE-SEUS-5555,prairie,Specific leaf area,0.22078921384314484,-0.09719066906138453,-4.809524746905829e-4,4.8606403141663886e-5,0.028818765010545828
MANDIFORE-SEUS-5687,mixed,Leaf turnover rate,0.6614094440166186,-6.544299941341305e-4,-4.8427164526281246e-4,1.8223640318531182e-6,0.007094308243555124
MANDIFORE-SEUS-5687,mixed,Seed dispersal,0.19806231610761282,1.565639476342979e-5,2.2697051054544552e-4,9.010745759400697e-11,3.507806717217302e-7
MANDIFORE-SEUS-5687,mixed,Fine root allocation,1.4464502213227883,-1.4099525861879924e-4,-1.8943216550697367e-4,6.092218829718451e-6,0.023716489960166683
MANDIFORE-SEUS-5687,mixed,Root turnover rate,0.6847636546066451,-2.6421290430824406e-4,-0.0015143654196613826,3.089543750906595e-7,0.0012027331157646263
MANDIFORE-SEUS-5687,mixed,Seedling mortality,0.14497050245557275,-0.02509976367875372,-0.07989401966061202,2.0529413122695732e-4,0.799192599316116
MANDIFORE-SEUS-5687,mixed,Stomatal slope,0.1626510985367714,0.0016146173030883114,0.0013999513260682986,6.6795978271918e-7,0.002600310645996061
MANDIFORE-SEUS-5687,mixed,Quantum efficiency,0.05369236409023087,0.008437083642275653,0.4505106646842568,1.8771391207004598e-6,0.007307543007608281
MANDIFORE-SEUS-5687,mixed,Vcmax,0.13922704916660492,-0.005358025211478232,-7.382612745063669e-4,4.97060410036526e-6,0.019350139175437996
MANDIFORE-SEUS-5687,mixed,Reproductive allocation,0.5677877016365173,0,0,2.709872703069329e-32,1.0549304047018882e-28
MANDIFORE-SEUS-5687,mixed,Cuticular conductance,0.8196825861653937,0.001993552266637244,4.604439783702359e-7,1.8777606889598485e-5,0.07309962719998032
MANDIFORE-SEUS-5687,mixed,Specific leaf area,0.22078921384314484,-0.006036294640677571,-4.476675943668622e-4,1.706584881759554e-5,0.06643589855470311
MANDIFORE-SEUS-5687,pine,Leaf turnover rate,0.6613978248612146,-0.0025876992116212966,-9.018119932369297e-4,6.5103266890672535e-6,0.019027714195794368
MANDIFORE-SEUS-5687,pine,Seed dispersal,0.1980743298638562,8.131040086372387e-5,5.551664164239074e-4,5.110252996505089e-10,1.493572260344309e-6
MANDIFORE-SEUS-5687,pine,Fine root allocation,1.4449301093677211,-5.404677516669094e-4,-3.417474021121205e-4,2.6491962853394486e-5,0.07742798813867388
MANDIFORE-SEUS-5687,pine,Root turnover rate,0.68464169325057,-9.651800786821306e-4,-0.002605479749935897,8.52910949419518e-7,0.0024928005237081835
